age,job,marital,housing,contact,month,day_of_week,campaign,pdays,previous,poutcome,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
42,1,3,1,1,2,5,1,999,0,2,93.444,-36.1,4.964,5228.1,0
33,10,3,3,1,2,2,4,999,0,2,93.444,-36.1,4.963,5228.1,0
28,11,3,3,1,9,1,2,4,1,3,92.431,-26.9,0.752,5017.5,0
58,6,2,1,2,7,4,1,999,0,2,93.994,-36.4,4.856,5191,1
43,5,2,3,1,8,2,3,999,0,2,93.2,-42,4.191,5195.8,0
28,10,3,3,1,7,4,1,999,0,2,92.893,-46.2,1.266,5099.1,1
37,1,3,3,1,1,3,1,999,0,2,93.075,-47.1,1.365,5099.1,1
43,2,2,3,2,7,1,3,999,0,2,93.994,-36.4,4.857,5191,0
30,1,3,1,1,7,3,1,999,0,2,92.893,-46.2,1.327,5099.1,0
36,7,3,1,1,4,2,1,999,0,2,93.918,-42.7,4.96,5228.1,0
50,5,2,3,2,7,5,1,999,0,2,93.994,-36.4,4.857,5191,0
37,7,2,3,1,2,1,1,999,0,2,93.444,-36.1,4.964,5228.1,0
30,1,3,3,1,1,2,3,999,1,1,93.075,-47.1,1.405,5099.1,0
46,10,3,1,1,2,3,2,999,0,2,93.444,-36.1,4.968,5228.1,0
34,10,3,1,1,7,5,1,999,0,2,92.893,-46.2,1.281,5099.1,0
52,1,1,3,2,5,5,1,999,0,2,94.465,-41.8,4.959,5228.1,0
54,10,2,1,1,7,1,7,999,0,2,92.893,-46.2,1.313,5099.1,0
43,8,2,3,1,4,4,1,999,0,2,93.918,-42.7,4.961,5228.1,0
35,8,2,1,1,7,2,3,999,1,1,92.893,-46.2,1.354,5099.1,0
40,3,2,3,1,4,5,2,999,0,2,93.918,-42.7,4.963,5228.1,0
32,2,2,3,2,5,1,3,999,0,2,94.465,-41.8,4.959,5228.1,0
31,10,2,3,1,2,5,2,999,0,2,93.444,-36.1,4.965,5228.1,0
41,2,2,1,2,7,5,1,999,0,2,93.994,-36.4,4.859,5191,0
29,2,2,3,1,8,5,3,999,0,2,93.2,-42,4.12,5195.8,0
53,2,2,3,1,4,4,4,999,0,2,93.918,-42.7,4.961,5228.1,0
47,1,2,3,1,2,2,3,999,0,2,93.444,-36.1,4.965,5228.1,1
51,8,2,3,2,5,2,1,999,0,2,94.465,-41.8,4.961,5228.1,0
35,10,3,3,1,2,4,1,999,0,2,93.444,-36.1,4.965,5228.1,0
51,10,2,3,1,4,4,2,999,0,2,93.918,-42.7,4.961,5228.1,0
44,2,2,3,2,7,1,3,999,0,2,93.994,-36.4,4.859,5191,0
59,1,2,3,2,5,5,2,999,0,2,94.465,-41.8,4.962,5228.1,0
31,5,2,1,1,8,2,1,999,0,2,93.2,-42,4.191,5195.8,0
31,1,1,3,2,7,4,2,999,0,2,92.893,-46.2,1.344,5099.1,0
41,10,2,1,1,1,1,1,999,0,2,93.075,-47.1,1.405,5099.1,0
32,8,2,3,1,7,2,1,999,0,2,92.893,-46.2,1.244,5099.1,0
32,4,3,1,2,5,3,2,999,0,2,94.465,-41.8,4.866,5228.1,0
56,12,3,1,1,4,2,2,999,0,2,93.918,-42.7,4.962,5228.1,0
51,1,2,3,1,4,1,5,999,0,2,92.469,-33.6,0.921,5076.2,1
53,2,2,1,1,4,3,1,999,0,2,93.918,-42.7,4.968,5228.1,0
25,10,3,3,1,4,3,1,999,0,2,93.918,-42.7,4.963,5228.1,0
33,5,2,1,1,8,5,1,999,1,1,93.2,-42,4.12,5195.8,0
41,2,2,1,2,7,2,1,999,0,2,93.994,-36.4,4.857,5191,0
28,8,3,1,1,4,3,2,999,0,2,93.918,-42.7,4.963,5228.1,0
48,5,2,3,1,7,4,1,999,0,2,92.893,-46.2,1.291,5099.1,1
28,2,3,3,1,4,1,2,999,0,2,93.918,-42.7,4.957,5228.1,0
43,8,2,1,2,5,3,17,999,0,2,94.465,-41.8,4.866,5228.1,0
29,5,3,1,2,7,5,2,999,0,2,93.994,-36.4,4.857,5191,0
36,2,1,3,2,5,5,1,999,0,2,94.465,-41.8,4.959,5228.1,0
30,1,3,3,1,4,3,8,999,0,2,93.918,-42.7,4.962,5228.1,1
49,1,3,3,1,1,1,2,999,0,2,93.075,-47.1,1.405,5099.1,0
55,1,2,1,2,7,3,1,999,0,2,93.994,-36.4,4.855,5191,0
34,5,3,3,1,8,3,2,999,0,2,93.2,-42,4.076,5195.8,0
29,5,2,3,1,2,3,1,4,2,3,92.201,-31.4,0.873,5076.2,0
35,1,3,3,1,1,3,1,999,0,2,93.075,-47.1,1.365,5099.1,0
40,10,2,1,1,4,2,3,999,0,2,93.918,-42.7,4.96,5228.1,0
42,4,2,1,1,8,2,1,999,0,2,93.2,-42,4.191,5195.8,0
34,1,3,3,2,5,2,1,999,0,2,94.465,-41.8,4.961,5228.1,0
47,10,2,3,1,8,1,3,999,1,1,93.2,-42,4.021,5195.8,0
39,1,2,3,1,2,1,4,999,0,2,93.444,-36.1,4.964,5228.1,0
55,10,2,3,2,7,4,2,999,0,2,93.994,-36.4,4.857,5191,0
44,8,2,3,1,4,5,1,999,0,2,93.918,-42.7,4.963,5228.1,0
34,2,2,1,2,5,2,1,999,0,2,94.465,-41.8,4.961,5228.1,0
45,1,2,3,1,2,2,1,999,0,2,93.444,-36.1,4.965,5228.1,0
50,1,2,3,1,8,2,1,3,1,3,92.649,-30.1,0.714,5017.5,1
55,7,2,3,1,7,4,1,999,0,2,92.893,-46.2,1.344,5099.1,0
28,1,2,1,1,4,4,3,999,0,2,93.918,-42.7,4.961,5228.1,0
30,10,2,1,1,2,4,1,999,0,2,93.444,-36.1,4.963,5228.1,0
32,4,2,3,1,2,2,4,999,0,2,93.444,-36.1,4.965,5228.1,0
31,5,2,3,1,8,5,1,999,0,2,93.2,-42,4.12,5195.8,0
32,8,2,3,1,7,3,12,999,0,2,92.893,-46.2,1.266,5099.1,0
39,2,2,1,2,7,2,5,999,0,2,93.994,-36.4,4.858,5191,0
24,1,3,3,1,4,3,1,999,0,2,93.918,-42.7,4.958,5228.1,0
57,6,2,3,1,5,2,2,999,0,2,92.963,-40.8,1.266,5076.2,1
27,10,2,3,1,7,1,3,999,0,2,92.893,-46.2,1.25,5099.1,0
44,1,2,3,1,2,3,2,999,0,2,92.201,-31.4,0.883,5076.2,1
32,1,2,3,1,7,2,2,999,0,2,92.893,-46.2,1.244,5099.1,0
37,4,2,3,2,5,1,2,999,0,2,94.465,-41.8,4.967,5228.1,0
29,1,2,1,1,8,5,3,999,0,2,93.2,-42,4.12,5195.8,0
31,11,3,3,1,6,4,1,10,1,3,93.369,-34.8,0.646,5008.7,1
58,2,2,3,1,4,1,4,999,0,2,93.918,-42.7,4.962,5228.1,0
32,10,3,3,1,4,3,1,999,0,2,93.918,-42.7,4.968,5228.1,0
48,8,2,3,1,2,3,1,999,0,2,93.444,-36.1,4.968,5228.1,0
42,2,2,3,1,7,1,2,999,0,2,92.893,-46.2,1.313,5099.1,0
31,1,3,1,1,8,5,2,3,6,3,94.767,-50.8,1.048,4963.6,0
41,2,2,1,2,5,1,3,999,0,2,94.465,-41.8,4.967,5228.1,0
33,7,3,3,2,7,1,2,999,0,2,93.994,-36.4,4.864,5191,0
45,10,2,1,2,4,5,5,999,0,2,93.918,-42.7,4.962,5228.1,0
30,1,2,1,1,2,2,1,999,0,2,93.444,-36.1,4.97,5228.1,0
30,1,3,1,2,4,5,3,999,0,2,93.918,-42.7,4.963,5228.1,0
53,7,2,3,1,8,2,1,999,0,2,93.2,-42,4.191,5195.8,0
32,2,3,2,1,4,4,4,999,0,2,93.918,-42.7,4.961,5228.1,0
27,1,3,3,1,1,1,1,999,1,1,93.075,-47.1,1.405,5099.1,0
46,1,2,3,1,4,4,6,999,0,2,93.918,-42.7,4.961,5228.1,0
29,1,3,1,1,2,4,4,999,0,2,93.444,-36.1,4.963,5228.1,0
43,5,2,1,1,8,2,1,999,0,2,93.2,-42,4.191,5195.8,0
26,1,3,1,1,9,1,2,999,1,1,92.431,-26.9,0.73,5017.5,0
47,1,2,3,1,2,4,3,999,0,2,93.444,-36.1,4.965,5228.1,0
39,2,2,1,2,7,4,4,999,0,2,93.994,-36.4,4.856,5191,1
29,7,3,3,1,4,3,8,999,0,2,93.918,-42.7,4.968,5228.1,0
33,1,3,1,1,5,5,1,3,1,3,94.055,-39.8,0.715,4991.6,1
56,6,2,3,1,2,4,1,3,2,3,92.201,-31.4,0.883,5076.2,0
30,10,3,3,1,5,1,2,999,0,2,92.963,-40.8,1.268,5076.2,1
32,10,2,1,1,2,3,1,999,0,2,93.444,-36.1,4.968,5228.1,0
33,8,2,1,1,9,2,1,999,3,1,94.601,-49.5,0.977,4963.6,0
49,10,2,1,2,7,2,3,999,0,2,93.994,-36.4,4.857,5191,0
33,2,2,3,1,7,5,1,999,1,1,92.893,-46.2,1.281,5099.1,0
58,7,2,1,1,8,5,1,999,0,2,92.649,-30.1,0.716,5017.5,0
37,1,2,3,1,8,5,1,999,0,2,93.2,-42,4.12,5195.8,0
48,4,2,1,1,5,4,1,999,0,2,92.963,-40.8,1.252,5076.2,0
39,10,2,1,1,1,4,3,999,0,2,93.075,-47.1,1.453,5099.1,0
53,1,3,3,2,7,4,1,999,0,2,93.994,-36.4,4.857,5191,0
59,4,2,1,2,7,4,1,999,0,2,93.994,-36.4,4.856,5191,0
40,1,2,1,2,7,2,1,999,0,2,93.994,-36.4,4.857,5191,0
44,2,3,3,1,8,4,1,999,0,2,93.2,-42,4.153,5195.8,0
39,10,2,1,2,9,3,1,999,0,2,93.798,-40.4,4.921,5195.8,1
30,7,2,3,1,5,1,2,999,0,2,92.963,-40.8,1.268,5076.2,0
48,1,2,3,1,2,5,7,999,0,2,93.444,-36.1,4.967,5228.1,0
51,10,1,3,1,8,2,1,999,0,2,93.2,-42,4.191,5195.8,0
29,1,2,1,1,2,1,1,999,0,2,93.444,-36.1,4.964,5228.1,0
38,2,3,1,1,7,1,2,999,0,2,92.893,-46.2,1.313,5099.1,0
30,2,2,3,2,7,1,4,999,0,2,93.994,-36.4,4.864,5191,0
62,6,3,3,1,7,2,1,999,0,2,92.893,-46.2,1.264,5099.1,0
30,10,3,3,1,2,3,4,999,0,2,93.444,-36.1,4.968,5228.1,0
36,1,3,3,1,2,1,1,3,2,3,92.201,-31.4,0.849,5076.2,1
32,9,3,1,2,7,1,3,999,0,2,93.994,-36.4,4.855,5191,0
56,11,2,3,1,8,1,2,999,0,2,93.2,-42,4.021,5195.8,0
39,1,2,3,1,8,2,1,999,0,2,93.2,-42,4.191,5195.8,0
36,1,3,1,2,7,1,2,999,0,2,93.994,-36.4,4.857,5191,0
36,10,2,3,1,2,1,1,999,0,2,93.444,-36.1,4.966,5228.1,0
34,2,2,3,1,7,4,1,999,0,2,92.893,-46.2,1.291,5099.1,0
21,9,3,1,1,9,4,1,999,0,2,94.601,-49.5,0.982,4963.6,1
44,2,2,3,1,1,2,3,999,0,2,93.075,-47.1,1.405,5099.1,0
31,1,2,1,2,5,3,4,999,0,2,94.465,-41.8,4.961,5228.1,1
37,1,3,1,1,2,4,1,999,0,2,93.444,-36.1,4.968,5228.1,0
37,10,2,3,2,7,4,2,999,0,2,93.994,-36.4,4.857,5191,0
30,2,2,3,1,4,3,1,999,0,2,93.918,-42.7,4.963,5228.1,0
47,10,1,3,1,4,2,2,999,0,2,93.918,-42.7,4.962,5228.1,0
41,1,1,1,2,7,4,3,999,0,2,93.994,-36.4,4.857,5191,0
33,10,2,3,2,7,5,1,999,0,2,93.994,-36.4,4.858,5191,0
57,10,2,3,1,7,2,2,999,0,2,92.893,-46.2,1.299,5099.1,0
29,8,3,1,2,7,1,5,999,0,2,93.994,-36.4,4.859,5191,0
33,1,1,1,1,2,3,1,999,0,2,93.444,-36.1,4.962,5228.1,0
40,1,1,3,1,2,1,4,999,0,2,93.444,-36.1,4.963,5228.1,0
43,10,2,2,1,7,4,1,999,1,1,92.893,-46.2,1.291,5099.1,1
27,1,3,3,1,4,4,2,999,0,2,93.918,-42.7,4.961,5228.1,0
41,5,2,1,2,7,1,6,999,0,2,93.994,-36.4,4.857,5191,0
58,6,2,3,1,4,5,1,999,0,2,93.918,-42.7,4.963,5228.1,0
28,2,2,1,2,7,2,1,999,0,2,93.994,-36.4,4.858,5191,0
55,1,1,3,1,2,4,2,6,3,3,94.027,-38.3,0.904,4991.6,1
54,7,2,1,1,9,3,3,999,0,2,94.601,-49.5,0.987,4963.6,0
56,5,1,1,1,8,5,3,999,0,2,93.2,-42,4.12,5195.8,0
56,11,1,3,1,8,1,1,999,1,1,93.2,-42,4.021,5195.8,0
40,10,2,3,1,8,5,1,999,0,2,93.2,-42,4.12,5195.8,0
49,5,2,1,1,4,2,4,999,0,2,93.918,-42.7,4.96,5228.1,0
30,1,3,1,1,2,2,4,999,0,2,93.444,-36.1,4.963,5228.1,0
29,9,3,1,2,8,1,2,999,0,2,93.2,-42,4.021,5195.8,0
31,1,3,1,1,2,3,1,999,0,2,93.444,-36.1,4.963,5228.1,0
30,1,2,1,1,7,5,1,999,1,1,92.893,-46.2,1.281,5099.1,0
34,1,1,3,1,2,2,4,999,0,2,93.444,-36.1,4.963,5228.1,0
44,3,1,1,1,4,1,2,999,0,2,93.918,-42.7,4.963,5228.1,0
32,10,3,1,1,7,1,1,999,0,2,92.893,-46.2,1.25,5099.1,0
38,4,1,1,1,8,5,2,999,0,2,94.767,-50.8,1.03,4963.6,1
37,7,2,3,1,8,1,2,999,0,2,93.2,-42,4.021,5195.8,0
29,10,2,1,1,4,3,23,999,0,2,93.918,-42.7,4.968,5228.1,0
30,1,3,3,1,2,2,12,999,0,2,93.444,-36.1,4.963,5228.1,0
54,5,2,3,1,1,3,1,999,0,2,93.075,-47.1,1.365,5099.1,0
43,2,2,3,1,4,4,2,999,0,2,93.918,-42.7,4.961,5228.1,0
33,1,2,1,2,7,5,5,999,0,2,93.994,-36.4,4.857,5191,0
32,1,3,3,1,2,1,1,999,0,2,93.444,-36.1,4.963,5228.1,0
57,6,2,3,1,8,3,6,999,0,2,94.767,-50.8,1.031,4963.6,0
29,1,2,3,1,2,1,2,999,0,2,93.444,-36.1,4.964,5228.1,0
36,3,2,3,1,4,2,3,999,0,2,93.918,-42.7,4.96,5228.1,0
48,2,2,3,1,7,4,1,3,3,3,93.876,-40,0.668,5008.7,1
30,2,2,3,1,7,2,1,999,0,2,92.893,-46.2,1.299,5099.1,0
45,1,2,3,1,10,1,1,999,2,1,92.379,-29.8,0.741,5017.5,0
42,2,2,3,1,7,3,1,999,0,2,92.893,-46.2,1.327,5099.1,0
31,1,3,1,1,4,5,2,999,0,2,93.918,-42.7,4.962,5228.1,0
28,8,3,3,1,7,4,9,999,1,1,92.893,-46.2,1.344,5099.1,0
53,8,2,3,1,5,4,3,999,0,2,92.963,-40.8,1.262,5076.2,1
58,1,2,3,2,9,2,1,999,0,2,94.601,-49.5,0.953,4963.6,0
32,8,2,1,1,1,1,2,999,0,2,93.075,-47.1,1.405,5099.1,0
31,11,2,1,1,2,5,3,999,0,2,93.444,-36.1,4.964,5228.1,0
53,2,2,1,1,8,2,1,999,0,2,93.2,-42,4.191,5195.8,0
53,1,2,1,2,7,5,1,999,0,2,93.994,-36.4,4.858,5191,0
32,4,2,3,1,2,5,1,999,0,2,93.444,-36.1,4.964,5228.1,0
32,8,3,2,2,5,3,3,999,0,2,94.465,-41.8,4.866,5228.1,0
43,11,2,3,2,7,3,2,999,0,2,93.994,-36.4,4.855,5191,0
44,4,2,1,2,5,3,2,999,0,2,94.465,-41.8,4.866,5228.1,0
45,2,2,1,1,2,3,3,999,0,2,93.444,-36.1,4.968,5228.1,0
41,2,2,1,1,1,1,1,999,1,1,93.075,-47.1,1.405,5099.1,0
64,12,2,3,1,2,3,1,999,0,2,92.201,-31.4,0.873,5076.2,0
30,7,2,3,2,4,3,10,999,0,2,93.918,-42.7,4.963,5228.1,0
31,10,2,1,1,4,3,1,999,0,2,93.918,-42.7,4.963,5228.1,1
27,1,3,1,1,4,2,2,999,0,2,93.918,-42.7,4.96,5228.1,1
38,10,2,3,1,8,5,3,999,0,2,93.2,-42,4.12,5195.8,0
37,1,3,1,1,7,2,1,999,1,1,92.893,-46.2,1.299,5099.1,0
50,2,2,2,2,4,3,1,999,0,2,93.918,-42.7,4.966,5228.1,0
60,10,1,3,2,7,5,6,999,0,2,93.994,-36.4,4.858,5191,0
50,10,1,1,1,2,2,2,999,0,2,93.444,-36.1,4.965,5228.1,0
34,1,3,1,1,4,5,1,999,0,2,93.918,-42.7,4.962,5228.1,0
45,1,2,1,1,4,1,2,999,0,2,93.918,-42.7,4.962,5228.1,0
39,8,3,3,1,7,3,1,999,1,1,92.893,-46.2,1.327,5099.1,0
36,2,2,1,2,7,3,1,999,0,2,93.994,-36.4,4.855,5191,0
34,5,2,3,1,4,4,3,999,0,2,93.918,-42.7,4.961,5228.1,1
31,2,1,3,1,7,5,1,999,1,1,92.893,-46.2,1.281,5099.1,1
27,9,3,3,2,7,2,1,999,0,2,93.994,-36.4,4.858,5191,0
35,2,2,3,2,7,2,1,999,0,2,93.994,-36.4,4.857,5191,0
50,10,2,1,1,4,1,1,999,0,2,93.918,-42.7,4.962,5228.1,0
53,5,2,3,1,8,4,2,999,0,2,93.2,-42,4.153,5195.8,0
27,2,2,3,1,7,3,2,999,0,2,92.893,-46.2,1.266,5099.1,0
57,4,2,1,1,4,5,1,999,0,2,93.918,-42.7,4.962,5228.1,0
37,2,2,2,1,7,5,5,999,0,2,92.893,-46.2,1.334,5099.1,0
59,10,2,1,2,7,3,16,999,0,2,93.994,-36.4,4.86,5191,0
49,4,2,1,2,7,3,1,999,0,2,93.994,-36.4,4.86,5191,0
32,5,2,1,1,8,2,2,999,0,2,93.2,-42,4.191,5195.8,0
34,11,2,3,1,7,3,4,999,0,2,92.893,-46.2,1.266,5099.1,0
25,7,3,1,2,7,5,2,999,0,2,93.994,-36.4,4.857,5191,0
45,2,2,3,2,7,5,1,999,0,2,93.994,-36.4,4.856,5191,0
34,2,2,1,2,5,1,1,999,0,2,94.465,-41.8,4.967,5228.1,0
29,1,3,1,2,5,3,2,999,0,2,92.963,-40.8,1.26,5076.2,0
53,2,2,3,1,4,1,2,999,0,2,93.918,-42.7,4.962,5228.1,0
29,10,3,3,1,8,3,1,999,0,2,93.2,-42,4.076,5195.8,0
39,4,2,1,1,2,3,1,999,0,2,93.444,-36.1,4.963,5228.1,0
40,1,1,3,1,7,1,1,999,0,2,92.893,-46.2,1.25,5099.1,0
27,8,3,3,1,6,2,1,6,1,3,93.369,-34.8,0.652,5008.7,1
55,11,2,3,1,9,4,1,999,0,2,92.431,-26.9,0.728,5017.5,0
32,8,2,1,1,2,5,1,999,0,2,93.444,-36.1,4.964,5228.1,0
54,1,2,3,1,2,5,4,999,0,2,93.444,-36.1,4.964,5228.1,0
39,11,2,3,1,8,2,1,999,1,1,93.2,-42,4.191,5195.8,0
43,10,1,1,2,7,3,1,999,0,2,93.994,-36.4,4.86,5191,0
41,2,1,3,2,5,5,1,999,0,2,94.465,-41.8,4.962,5228.1,0
26,1,2,1,1,8,5,1,999,1,1,92.649,-30.1,0.719,5017.5,0
52,10,2,3,1,2,5,3,999,0,2,93.444,-36.1,4.965,5228.1,0
44,1,2,1,1,2,5,2,4,1,3,92.201,-31.4,0.879,5076.2,0
38,2,2,1,1,8,5,3,999,0,2,93.2,-42,4.12,5195.8,0
42,8,2,2,1,5,4,1,999,1,1,92.963,-40.8,1.099,5076.2,0
44,1,2,1,1,8,1,2,999,0,2,93.2,-42,4.021,5195.8,0
27,1,3,3,2,7,1,4,999,0,2,92.893,-46.2,1.25,5099.1,0
28,5,2,1,2,5,5,2,999,0,2,94.465,-41.8,4.962,5228.1,1
47,4,2,3,1,2,2,2,999,0,2,92.201,-31.4,0.843,5076.2,1
34,8,2,3,1,4,2,6,999,0,2,93.918,-42.7,4.96,5228.1,0
55,2,1,3,1,7,2,1,999,1,1,92.893,-46.2,1.299,5099.1,0
34,2,2,3,2,7,2,1,999,0,2,93.994,-36.4,4.858,5191,0
25,1,3,1,2,2,4,3,999,0,2,92.201,-31.4,0.838,5076.2,0
31,10,3,3,1,2,4,1,999,0,2,93.444,-36.1,4.963,5228.1,0
35,1,2,3,1,4,1,1,999,0,2,93.918,-42.7,4.963,5228.1,0
50,5,2,1,1,10,3,4,999,3,1,94.199,-37.5,0.878,4963.6,0
22,2,3,1,1,4,1,1,999,0,2,93.918,-42.7,4.957,5228.1,0
48,12,2,1,2,7,4,1,999,0,2,93.994,-36.4,4.856,5191,0
35,2,2,1,2,7,5,1,999,0,2,93.994,-36.4,4.857,5191,0
34,10,2,3,1,8,5,2,999,0,2,93.2,-42,4.12,5195.8,0
50,2,2,3,2,8,4,3,999,0,2,93.2,-42,4.153,5195.8,0
25,9,3,3,1,4,4,1,999,1,1,92.469,-33.6,1.044,5076.2,0
51,3,1,3,2,7,2,1,999,1,1,92.893,-46.2,1.299,5099.1,0
32,9,3,3,2,7,4,1,999,0,2,93.994,-36.4,4.856,5191,0
59,5,2,3,1,3,3,3,6,1,3,92.713,-33,0.7,5023.5,0
37,2,2,1,1,7,5,1,999,0,2,92.893,-46.2,1.334,5099.1,0
40,2,2,1,1,8,4,1,999,1,1,93.2,-42,4.153,5195.8,0
26,10,3,3,2,5,5,1,999,0,2,94.465,-41.8,4.864,5228.1,0
32,1,2,1,1,7,3,1,999,0,2,92.893,-46.2,1.327,5099.1,0
33,5,3,3,1,1,5,1,999,0,2,93.075,-47.1,1.498,5099.1,1
35,7,2,1,2,5,3,1,999,0,2,94.465,-41.8,4.961,5228.1,0
32,9,3,3,2,5,5,12,999,0,2,94.465,-41.8,4.962,5228.1,0
35,1,2,1,1,4,2,3,999,0,2,93.918,-42.7,4.962,5228.1,0
31,10,3,3,1,8,2,1,999,0,2,93.2,-42,4.191,5195.8,1
38,2,2,1,2,5,1,3,999,0,2,94.465,-41.8,4.959,5228.1,1
30,9,3,1,1,2,4,3,999,1,1,94.027,-38.3,0.899,4991.6,1
32,8,2,3,2,7,5,2,999,0,2,92.893,-46.2,1.27,5099.1,1
44,2,2,1,1,7,3,3,999,0,2,92.893,-46.2,1.327,5099.1,0
35,1,3,3,1,4,2,8,999,0,2,93.918,-42.7,4.962,5228.1,0
48,2,2,1,2,5,3,4,999,0,2,94.465,-41.8,4.958,5228.1,0
52,6,2,1,1,8,5,1,999,1,1,93.2,-42,4.12,5195.8,0
41,2,2,3,1,7,1,1,999,0,2,92.893,-46.2,1.313,5099.1,0
65,4,2,1,1,5,2,2,999,0,2,92.963,-40.8,1.266,5076.2,0
43,8,1,1,1,4,2,2,999,0,2,93.918,-42.7,4.962,5228.1,0
40,2,2,1,1,8,2,1,999,1,1,93.2,-42,4.191,5195.8,0
30,1,2,1,1,4,1,1,999,0,2,93.918,-42.7,4.957,5228.1,0
66,6,1,1,1,4,5,1,999,1,1,94.215,-40.3,0.896,4991.6,0
44,8,3,1,2,5,2,1,999,0,2,94.055,-39.8,0.72,4991.6,0
35,1,2,3,2,5,2,1,999,0,2,94.465,-41.8,4.961,5228.1,0
57,5,2,1,1,2,5,2,999,0,2,93.444,-36.1,4.965,5228.1,0
26,2,3,1,2,5,5,2,999,0,2,94.465,-41.8,4.864,5228.1,0
39,11,2,3,2,5,3,1,999,0,2,94.465,-41.8,4.958,5228.1,0
45,8,2,2,2,5,5,10,999,0,2,94.465,-41.8,4.864,5228.1,0
35,10,3,3,1,8,3,2,999,1,1,92.649,-30.1,0.714,5017.5,1
42,4,2,1,1,8,2,4,999,1,1,93.2,-42,4.191,5195.8,0
36,1,3,1,1,9,5,1,999,1,1,92.431,-26.9,0.742,5017.5,0
46,1,3,1,1,7,2,1,999,0,2,92.893,-46.2,1.264,5099.1,0
35,7,2,3,1,4,2,3,999,0,2,93.918,-42.7,4.962,5228.1,0
24,1,3,3,1,4,5,4,999,0,2,93.918,-42.7,4.957,5228.1,0
50,10,2,3,1,2,2,5,999,0,2,93.444,-36.1,4.965,5228.1,0
36,1,3,1,1,4,3,6,999,0,2,93.918,-42.7,4.968,5228.1,0
39,10,3,1,2,4,3,1,999,0,2,93.918,-42.7,4.966,5228.1,0
57,2,2,3,1,4,2,3,999,0,2,93.918,-42.7,4.96,5228.1,0
42,2,2,1,2,5,4,4,999,0,2,94.465,-41.8,4.864,5228.1,0
31,2,3,1,1,4,1,3,999,0,2,93.918,-42.7,4.957,5228.1,0
41,1,3,3,2,7,2,3,999,0,2,93.994,-36.4,4.857,5191,1
25,2,2,1,1,7,1,2,999,0,2,92.893,-46.2,1.25,5099.1,0
58,2,2,3,2,4,3,6,999,0,2,93.918,-42.7,4.962,5228.1,0
33,7,2,1,2,7,4,5,999,0,2,93.994,-36.4,4.857,5191,0
42,10,3,1,2,7,4,4,999,0,2,93.994,-36.4,4.856,5191,0
41,5,2,1,2,7,2,2,999,0,2,93.994,-36.4,4.857,5191,0
49,2,1,1,1,8,5,1,999,0,2,93.2,-42,4.12,5195.8,0
44,2,2,3,2,7,2,4,999,0,2,93.994,-36.4,4.857,5191,0
52,8,2,1,2,5,2,1,999,0,2,94.465,-41.8,4.96,5228.1,0
26,2,2,1,1,7,5,2,999,2,1,92.893,-46.2,1.334,5099.1,0
43,1,2,1,1,7,5,2,999,0,2,92.893,-46.2,1.281,5099.1,0
43,10,2,3,1,2,2,4,999,0,2,93.444,-36.1,4.963,5228.1,0
26,4,2,3,1,4,2,2,999,0,2,93.918,-42.7,4.96,5228.1,0
34,2,2,3,1,7,4,1,999,1,1,92.893,-46.2,1.344,5099.1,0
24,8,3,1,2,7,2,2,999,0,2,93.994,-36.4,4.858,5191,0
33,7,3,1,2,7,1,1,999,0,2,93.994,-36.4,4.857,5191,0
38,7,3,1,1,4,4,8,999,0,2,93.918,-42.7,4.961,5228.1,0
31,2,2,1,2,7,2,2,999,0,2,93.994,-36.4,4.857,5191,0
32,1,1,3,1,4,3,1,999,0,2,93.918,-42.7,4.963,5228.1,0
25,7,3,1,1,1,2,2,999,1,1,93.749,-34.6,0.643,5008.7,0
26,1,3,1,2,4,5,5,999,0,2,93.918,-42.7,4.963,5228.1,0
56,6,2,1,2,7,5,2,999,0,2,93.994,-36.4,4.857,5191,0
38,2,2,1,2,7,3,9,999,0,2,93.994,-36.4,4.855,5191,0
37,1,2,3,2,8,1,1,999,0,2,92.649,-30.1,0.716,5017.5,0
22,2,3,3,1,4,2,1,999,0,2,93.918,-42.7,4.96,5228.1,1
50,2,2,1,2,5,4,6,999,0,2,94.465,-41.8,4.864,5228.1,0
34,2,2,1,2,7,5,1,999,0,2,93.994,-36.4,4.859,5191,0
35,10,3,3,1,7,2,2,999,0,2,92.893,-46.2,1.299,5099.1,0
48,8,1,2,1,7,3,7,999,0,2,92.893,-46.2,1.266,5099.1,0
25,1,2,1,1,4,5,1,999,0,2,93.918,-42.7,4.962,5228.1,0
39,2,3,1,1,7,3,1,999,0,2,92.893,-46.2,1.266,5099.1,0
52,10,2,3,1,10,2,1,999,1,1,92.379,-29.8,0.797,5017.5,1
48,10,2,1,1,2,1,1,999,0,2,93.444,-36.1,4.964,5228.1,0
44,2,3,3,1,1,1,3,999,2,1,93.075,-47.1,1.405,5099.1,0
30,10,3,3,1,2,5,2,999,0,2,93.444,-36.1,4.964,5228.1,0
32,5,2,1,2,5,4,1,999,0,2,94.465,-41.8,4.864,5228.1,0
52,11,2,1,1,8,1,1,999,1,1,93.2,-42,4.021,5195.8,0
44,2,3,1,1,9,4,2,999,0,2,92.431,-26.9,0.742,5017.5,0
29,1,3,3,1,2,3,3,3,1,3,92.201,-31.4,0.873,5076.2,1
41,1,2,1,1,2,5,5,999,0,2,93.444,-36.1,4.964,5228.1,0
